code,pinyin,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
600917,ZQRQ,重庆燃气,供气供热,重庆,29.37,15.56,15.56,94.85,28.63,42.9,10.1,0.65,0.188,2.81,2.62,20140930,14.66,0.94,-8.6,-5.94,13.12,6.25,29429.0
600918,ZTZQ,中泰证券,证券,山东,32.36,6.97,69.69,1639.77,0.0,8.9,130.85,1.88,0.33,4.73,3.0,20200603,66.58,0.96,2.96,29.15,0.0,30.48,177466.0
600919,JSYX,江苏银行,银行,江苏,4.37,114.3,115.45,22656.49,0.0,51.85,161.52,1.4,1.04,10.24,0.59,20160802,410.24,3.55,12.96,0.64,0.0,31.86,148697.0
600926,HZYX,杭州银行,银行,浙江,10.73,50.41,59.3,11110.62,0.0,14.0,152.06,2.56,1.0,10.54,1.28,20161027,236.09,3.98,16.24,5.11,0.0,29.9,59734.0
600928,XAYX,西安银行,银行,陕西,8.76,11.56,44.44,3033.54,0.0,3.62,36.94,0.83,0.45,5.57,0.94,20190301,111.6,2.51,0.58,-1.0,0.0,38.67,80888.0
600929,XTYY,雪天盐业,食品,湖南,50.61,3.37,9.18,45.49,16.68,16.51,5.88,0.64,0.092,2.77,2.23,20180326,9.52,1.04,-5.49,-19.7,46.43,5.76,37738.0
600933,AKD,爱柯迪,汽车配件,浙江,39.18,8.53,8.59,55.45,32.72,15.85,18.69,2.18,0.3,4.87,3.16,20171117,12.65,1.47,-9.49,-13.87,32.52,14.51,19920.0
600936,GXGD,广西广电,影视音像,广西,0.0,16.71,16.71,95.01,23.54,45.18,10.86,0.65,-0.08,2.17,1.66,20160815,6.33,0.38,-14.44,-2597.39,17.52,-11.36,53123.0
600939,ZQJG,重庆建工,建筑工程,重庆,32.69,18.15,18.15,725.06,586.8,13.88,11.66,0.64,0.05,3.79,1.02,20170221,22.38,1.23,7.41,-58.33,4.21,0.4,40490.0
600956,XTLN,新天绿能,新型电力,河北,27.16,1.35,38.5,534.98,83.41,243.22,24.0,0.62,0.23,3.03,2.93,20200629,49.74,1.29,0.0,0.0,26.58,11.32,42655.0
600958,DFZQ,东方证券,证券,上海,20.12,56.77,69.94,2936.89,0.0,19.94,282.67,4.04,0.43,7.93,1.48,20150323,86.34,1.23,17.96,75.2,0.0,19.01,157917.0
600959,JSYX,江苏有线,影视音像,江苏,42.78,45.27,50.01,331.1,80.29,192.58,131.41,2.63,0.06,4.36,0.83,20150428,29.11,0.58,-2.31,-23.23,24.65,5.96,119576.0
600960,BHQC,渤海汽车,汽车配件,山东,594.83,9.51,9.51,90.65,45.98,20.89,26.59,2.8,0.005,4.97,0.76,20040407,9.56,1.01,-7.88,-36.44,13.97,0.14,36009.0
600961,ZYJT,株冶集团,铅锌,湖南,18.33,5.27,5.27,66.85,30.2,31.89,8.67,1.64,0.21,-2.47,-3.13,20040830,-28.04,-5.32,61.84,3540.43,5.1,1.49,34847.0
600962,GTZL,国投中鲁,软饮料,北京,782.43,2.54,2.62,19.04,10.48,6.63,5.26,2.01,0.008,3.19,2.52,20040622,0.08,0.03,20.24,-72.44,20.53,0.25,17997.0
600963,YYLZ,岳阳林纸,造纸,湖南,21.73,18.05,18.05,153.45,92.59,39.57,55.43,3.07,0.15,4.69,0.92,20040525,10.49,0.58,-0.41,132.79,19.0,5.48,53635.0
600965,FCGF,福成股份,农业综合,河北,40.4,8.19,8.19,24.72,17.81,4.15,2.98,0.36,0.106,2.45,2.34,20040713,7.74,0.95,-31.85,-45.58,31.2,11.39,24883.0
600966,BHZY,博汇纸业,造纸,山东,29.69,13.37,13.37,196.37,63.62,115.64,13.33,1.0,0.395,4.32,3.61,20040608,28.9,2.16,43.43,284.72,18.26,5.66,40516.0
600967,NMYJ,内蒙一机,运输设备,内蒙,27.03,16.9,16.9,217.47,171.33,19.64,43.15,2.55,0.28,5.66,1.77,20040518,32.3,1.91,-2.5,11.36,11.2,6.38,65431.0
600968,HYFZ,海油发展,石油开采,北京,17.42,18.65,101.65,301.6,151.04,101.44,17.28,0.17,0.106,1.89,1.3,20190626,59.27,0.58,-4.36,21.52,13.56,5.23,165477.0
600969,CDGJ,郴电国际,水力发电,湖南,32.13,3.7,3.7,135.93,25.48,68.57,24.77,6.69,0.154,9.56,0.69,20040408,6.08,1.64,0.69,-28.14,15.01,2.45,19312.0
600970,ZCGJ,中材国际,建筑工程,江苏,9.14,17.37,17.38,330.55,217.87,20.72,11.44,0.66,0.59,6.12,1.18,20050412,72.03,4.15,-7.31,-10.91,15.76,6.56,62332.0
600971,HYMD,恒源煤电,煤炭开采,安徽,11.57,12.0,12.0,149.18,73.64,33.75,18.6,1.55,0.34,7.44,0.71,20040817,42.3,3.52,-25.17,-43.08,36.66,11.6,45577.0
600973,BSGF,宝胜股份,电气设备,江苏,22.29,12.22,13.71,206.49,144.59,32.86,15.5,1.13,0.151,3.3,1.36,20040802,13.52,0.99,4.3,25.7,6.56,0.83,23339.0
600975,XWF,新五丰,农业综合,湖南,16.9,6.53,6.53,22.38,12.96,5.2,2.52,0.39,0.36,2.12,3.86,20040609,3.99,0.61,22.92,668.37,18.07,13.01,80081.0
600976,JMJT,健民集团,中成药,湖北,26.03,1.53,1.53,21.87,13.45,2.33,3.01,1.97,0.82,8.44,3.37,20040419,6.95,4.53,-12.32,71.25,44.99,7.83,8392.0
600977,ZGDY,中国电影,影视音像,北京,0.0,18.67,18.67,157.81,110.5,19.72,43.72,2.34,-0.3,5.81,2.23,20160809,40.05,2.15,-84.33,-163.99,-30.74,-53.05,105901.0
600978,STYS,*ST宜生,家居用品,广东,0.0,14.83,14.83,152.94,72.67,33.34,24.59,1.66,-0.46,4.82,0.23,20040824,29.44,1.99,-76.41,-609.75,16.15,-75.35,58809.0
600979,GAAZ,广安爱众,水力发电,四川,18.15,12.32,12.32,90.09,15.6,53.84,14.98,1.22,0.136,3.21,1.02,20040906,10.65,0.86,-5.12,-19.88,30.33,10.18,47014.0
600980,BKKJ,北矿科技,元器件,北京,52.79,1.52,1.55,9.03,6.35,1.56,2.89,1.86,0.22,4.22,3.52,20040512,1.92,1.23,8.51,5.62,27.06,8.17,25878.0
600981,HHJT,汇鸿集团,商贸代理,江苏,34.93,22.42,22.42,273.96,219.07,15.9,7.05,0.31,0.07,2.38,1.4,20040630,18.98,0.85,4.21,-16.5,5.36,0.61,43822.0
600982,NBRD,宁波热电,供气供热,浙江,17.68,7.47,11.18,66.04,21.06,18.19,14.18,1.27,0.13,3.11,1.01,20040706,8.47,0.76,35.37,38.97,8.11,4.28,36070.0
600983,HEP,惠而浦,家用电器,安徽,0.0,5.33,7.66,67.44,46.42,12.83,12.39,1.62,-0.15,4.7,1.34,20040727,13.2,1.72,-13.62,-64.56,18.23,-3.23,27145.0
600984,JSJX,建设机械,工程机械,陕西,34.33,8.59,9.67,134.02,63.67,56.91,39.16,4.05,0.41,5.83,3.05,20040707,7.24,0.75,17.87,-1.76,38.64,13.91,21104.0
600985,HBKY,淮北矿业,煤炭开采,安徽,6.62,6.5,21.72,681.81,162.55,303.71,57.67,2.65,1.28,9.51,1.19,20040428,108.43,4.99,6.85,-3.8,14.38,5.61,19481.0
600986,KDGF,科达股份,互联网,山东,48.6,13.11,13.25,75.51,59.1,0.21,33.12,2.5,0.08,2.76,1.81,20040426,-10.82,-0.82,-51.39,-18.05,9.07,1.48,86334.0
600987,HMGF,航民股份,纺织,浙江,11.44,9.21,10.81,70.69,48.05,19.06,0.56,0.05,0.369,4.61,1.22,20040809,34.56,3.2,-27.02,-19.87,21.39,10.84,23453.0
600988,CFHJ,赤峰黄金,黄金,内蒙,46.06,14.26,16.64,83.08,46.65,19.69,6.27,0.38,0.3,2.34,8.01,20040414,18.56,1.12,-21.8,196.52,32.8,14.54,170122.0
600989,BFNY,宝丰能源,化工原料,宁夏,20.44,19.94,73.33,366.89,45.28,231.5,72.68,0.99,0.43,3.33,3.52,20190516,87.76,1.2,15.93,11.27,42.65,27.89,99753.0
600990,SCDZ,四创电子,通信设备,安徽,0.0,1.41,1.59,73.06,52.45,7.65,9.11,5.72,-0.473,15.0,2.53,20040510,11.63,7.31,-30.19,-4.01,21.2,-7.12,16591.0
600992,GSGF,贵绳股份,钢加工,贵州,61.66,2.45,2.45,29.0,19.89,1.87,8.4,3.43,0.083,5.82,1.18,20040514,2.68,1.1,-10.68,5.39,14.99,1.37,13626.0
600993,MYL,马应龙,中成药,湖北,20.1,4.3,4.31,38.1,31.35,3.06,1.2,0.28,0.76,6.42,3.19,20040517,19.17,4.45,-9.76,12.36,45.35,18.99,50106.0
600995,WSDL,文山电力,水力发电,云南,11.46,4.79,4.79,29.7,6.07,17.76,1.56,0.33,0.52,4.87,1.64,20040615,14.58,3.05,-14.55,-34.37,24.03,18.07,44228.0
600996,GGWL,贵广网络,影视音像,贵州,78.97,10.52,10.52,156.93,52.09,66.46,16.7,1.59,0.06,4.3,1.47,20161226,15.73,1.5,11.46,-62.93,22.26,2.6,43832.0
600997,KLGF,开滦股份,煤炭开采,河北,8.09,15.88,15.88,245.9,114.76,96.69,25.67,1.62,0.51,7.45,0.73,20040602,60.51,3.81,-14.01,-20.35,15.98,5.96,57149.0
600998,JZT,九州通,医药商业,湖北,12.1,16.91,18.74,787.17,649.17,55.36,80.55,4.3,1.17,10.01,1.84,20101102,86.46,4.61,9.46,110.23,9.11,2.67,32635.0
600999,ZSZQ,招商证券,证券,深圳,19.29,74.22,86.97,4791.24,0.0,14.21,403.61,4.64,0.83,10.54,2.04,20091117,258.44,2.97,38.79,50.74,0.0,40.61,154855.0
601000,TSG,唐山港,港口,河北,8.78,59.26,59.26,250.96,74.13,123.78,37.06,0.63,0.228,3.04,0.88,20100705,72.15,1.22,-27.31,7.9,29.03,21.81,104408.0
601001,DTMY,大同煤业,煤炭开采,山西,8.75,16.74,16.74,290.88,116.84,103.64,2.42,0.14,0.46,4.42,1.2,20060623,32.77,1.96,-8.24,12.68,53.32,9.51,84549.0
601002,JYSY,晋亿实业,机械基件,浙江,34.17,8.5,9.51,48.59,34.65,10.74,16.43,1.73,0.12,3.75,1.36,20070126,7.13,0.75,-25.29,-15.44,22.05,6.07,65023.0
601003,LGGF,柳钢股份,普钢,广西,7.96,25.63,25.63,275.11,134.44,80.92,2.08,0.08,0.48200000000000004,4.46,1.15,20070227,67.17,2.62,5.82,-16.72,7.43,3.32,52863.0
601005,ZQGT,重庆钢铁,普钢,重庆,28.0,83.8,89.19,317.55,106.73,168.81,192.82,2.16,0.042,2.22,0.7,20070228,-89.94,-1.01,3.71,-48.56,6.04,2.07,138210.0
601006,DQTL,大秦铁路,铁路,山西,8.24,148.67,148.67,1493.66,318.94,748.25,238.98,1.61,0.6,7.82,0.84,20060801,607.64,4.09,-12.02,-26.37,21.23,16.9,166968.0
601007,JLFD,金陵饭店,酒店餐饮,江苏,122.16,3.0,3.0,31.88,12.75,11.6,4.07,1.36,0.05,5.02,1.63,20070406,6.9,2.3,-14.3,-74.59,47.13,1.87,17417.0
601008,LYG,连云港,港口,江苏,321.93,10.15,10.94,89.32,14.97,49.84,18.12,1.66,0.011000000000000001,3.16,1.45,20070426,4.24,0.39,6.34,38.29,24.63,1.08,83225.0
601009,NJYX,南京银行,银行,江苏,6.0,84.82,100.07,14951.03,0.0,59.65,232.87,2.33,1.06,9.37,0.86,20070719,394.22,3.94,2.42,2.01,0.0,40.28,134442.0
601010,WFGF,文峰股份,超市连锁,江苏,27.89,18.48,18.48,65.95,19.06,31.18,8.44,0.46,0.08,2.58,1.22,20110603,16.05,0.87,-63.7,-36.08,45.34,9.59,115804.0
601011,BTL,宝泰隆,焦炭加工,黑龙江,335.07,16.05,16.05,108.28,18.41,19.25,32.02,2.0,0.01,3.85,0.98,20110309,11.97,0.75,-18.58,-80.07,16.09,0.78,95065.0
601012,LJGF,隆基股份,电气设备,陕西,29.01,37.68,37.72,815.69,514.93,219.14,104.65,2.77,1.69,8.6,7.58,20120411,176.25,4.67,49.08,82.44,27.84,18.79,157953.0
601015,SXHM,陕西黑猫,焦炭加工,陕西,176.54,16.3,16.3,165.86,45.7,57.08,25.02,1.54,0.02,3.37,1.05,20141105,11.87,0.73,-18.84,83.23,8.24,0.42,39050.0
601016,JNFD,节能风电,新型电力,北京,19.13,41.56,49.87,322.96,76.79,144.51,23.97,0.48,0.13,1.95,1.41,20140929,21.86,0.44,11.98,26.22,54.59,26.66,118485.0
601018,NBG,宁波港,港口,浙江,18.02,131.73,158.07,830.78,224.99,297.88,156.25,0.99,0.2,3.28,1.26,20100928,171.34,1.08,-24.49,-7.68,35.41,20.87,170867.0
601019,SDCB,山东出版,出版业,山东,13.14,4.27,20.87,169.65,123.59,21.93,21.86,1.05,0.36,5.2,1.2,20171122,61.53,2.95,-8.21,-31.78,34.23,12.95,52437.0
601020,HYKY,华钰矿业,铅锌,西藏,82.62,5.54,5.55,48.84,2.81,7.92,6.37,1.15,0.12,4.38,2.73,20160316,10.83,1.95,176.08,-19.35,9.89,3.33,35843.0
601021,CQHK,春秋航空,空运,上海,0.0,9.16,9.16,325.86,113.72,121.68,48.84,5.33,-0.16,15.93,3.17,20150121,83.42,9.1,-40.96,-108.68,-7.02,-2.19,27525.0
601028,YLGF,玉龙股份,商贸代理,江苏,74.68,7.83,7.83,36.24,36.17,0.03,9.04,1.15,0.12,2.76,4.38,20111107,3.49,0.45,3451.49,848.82,1.51,1.04,21537.0
601038,YTGF,一拖股份,农用机械,河南,17.06,5.94,9.86,129.16,79.14,26.46,20.99,2.13,0.485,4.6,2.39,20120808,10.07,1.02,24.79,580.71,20.12,7.47,30928.0
601058,SLLT,赛轮轮胎,汽车配件,山东,10.77,20.78,26.99,205.42,99.36,71.07,16.42,0.61,0.46,2.99,2.08,20110630,37.96,1.41,-1.45,23.4,27.73,10.51,45940.0
601066,ZXJT,中信建投,证券,北京,32.64,13.15,76.46,3538.0,0.0,4.62,87.53,1.14,0.94,6.77,6.3,20180620,229.3,3.0,63.55,96.11,0.0,47.23,184607.0
601068,ZLGJ,中铝国际,建筑工程,北京,0.0,2.96,29.59,551.85,410.04,21.93,8.67,0.29,-0.09,2.66,1.43,20180831,35.62,1.2,-21.91,-911.96,8.85,-1.09,38154.0
601069,XBHJ,西部黄金,黄金,新疆,209.8,6.36,6.36,27.62,9.42,11.2,5.08,0.8,0.051,2.72,5.22,20150122,5.05,0.79,53.36,-22.86,7.29,0.86,58068.0
601077,YNSX,渝农商行,银行,重庆,4.9,58.74,113.57,11081.65,0.0,46.75,204.28,1.8,0.68,8.14,0.55,20191029,363.12,3.2,5.04,-9.95,0.0,37.0,277555.0
601086,GFJT,国芳集团,百货,甘肃,42.11,6.66,6.66,26.39,7.61,8.98,3.51,0.53,0.08,2.81,1.66,20170929,4.4,0.66,-68.27,-43.07,47.5,8.42,29986.0
601088,ZGSH,中国神华,煤炭开采,北京,7.93,164.91,198.9,5617.34,1792.12,2183.93,747.26,3.76,1.6869999999999998,18.01,0.99,20071009,2415.9,12.15,-6.6,-9.51,42.13,20.21,207427.0
601098,ZNCM,中南传媒,出版业,湖南,14.25,17.96,17.96,233.75,202.13,12.76,44.2,2.46,0.56,7.55,1.42,20101028,61.88,3.45,0.18,10.04,42.57,15.82,27171.0
601099,TPY,太平洋,证券,云南,196.4,68.16,68.16,250.07,0.0,2.39,27.98,0.41,0.015,1.54,2.48,20071228,-1.81,-0.03,-43.22,-75.25,0.0,12.42,390155.0
601100,HLYY,恒立液压,工程机械,江苏,58.33,13.05,13.05,97.5,67.81,23.38,14.11,1.08,1.13,5.0,17.52,20111028,34.56,2.65,38.86,60.5,42.25,27.65,24955.0
601101,HHNY,昊华能源,煤炭开采,北京,34.67,12.0,12.0,223.21,20.65,76.77,33.22,2.77,0.09,5.63,0.71,20100331,9.36,0.78,-26.6,-82.83,51.02,3.34,39190.0
601106,ZGYZ,中国一重,工程机械,黑龙江,279.74,68.58,68.58,373.18,271.75,63.82,96.18,1.4,0.008,1.62,1.88,20100209,-55.66,-0.81,53.64,7.83,9.75,0.42,297098.0
601107,SCCY,四川成渝,路桥,四川,29.69,21.63,30.58,394.72,91.76,5.9,18.54,0.61,0.086,4.95,0.69,20090727,43.7,1.43,-29.5,-76.35,33.5,8.01,52240.0
601108,CTZQ,财通证券,证券,浙江,22.82,35.89,35.89,875.14,0.0,2.87,82.66,2.3,0.42,6.06,2.12,20171024,61.47,1.71,40.01,52.12,0.0,32.53,189486.0
601111,ZGGH,中国国航,空运,北京,0.0,99.62,145.25,2908.46,248.96,885.97,262.71,1.81,-0.74,5.6,1.4,20060818,302.81,2.08,-52.99,-249.54,-9.27,-20.87,189677.0
601113,STHD,ST华鼎,化纤,浙江,24.49,9.08,11.41,74.73,37.13,15.27,39.67,3.48,0.11,4.0,0.86,20110509,-6.23,-0.55,22.15,-53.77,38.4,1.66,17210.0
601116,SJGW,三江购物,超市连锁,浙江,47.84,4.11,5.48,45.38,32.54,9.78,19.89,3.63,0.195,5.78,2.15,20110302,4.93,0.9,9.71,-21.77,24.08,3.17,28472.0
601117,ZGHX,中国化学,建筑工程,北京,8.04,49.33,49.33,1265.3,1000.69,113.1,56.47,1.14,0.56,6.87,0.88,20100107,226.88,4.6,4.94,13.44,11.64,4.2,103316.0
601118,HNXJ,海南橡胶,橡胶,海南,0.0,42.79,42.79,182.98,78.04,18.19,50.5,1.18,-0.021,2.25,2.29,20110107,-1.12,-0.03,10.71,-197.15,3.02,-0.89,110064.0
601126,SFGF,四方股份,电气设备,北京,20.25,8.13,8.13,65.93,56.33,4.13,12.85,1.58,0.31,4.97,1.63,20101231,16.67,2.05,22.4,105.97,36.21,8.94,25267.0
601127,XKGF,小康股份,汽车配件,重庆,0.0,9.33,12.61,256.66,95.43,62.33,30.72,2.44,-0.67,4.59,2.59,20160615,12.27,0.97,-20.16,-72.13,8.12,-7.86,28761.0
601128,CSYX,常熟银行,银行,江苏,10.43,26.04,27.41,2031.37,0.0,11.31,32.43,1.18,0.51,6.39,1.11,20160930,34.26,1.25,4.17,1.76,0.0,27.97,48922.0
601137,BWHJ,博威合金,铜,浙江,20.65,7.2,7.9,81.75,38.88,24.88,26.14,3.31,0.52,6.48,1.9,20110127,17.46,2.21,6.52,7.14,17.74,6.27,28940.0
601138,GYFL,工业富联,通信设备,深圳,23.93,18.72,198.7,2190.44,2073.49,70.69,279.04,1.4,0.44,4.78,2.96,20180608,471.42,2.37,0.96,-13.54,7.51,3.12,245318.0
601139,SZRQ,深圳燃气,供气供热,深圳,15.61,28.77,28.77,254.01,67.8,117.58,20.3,0.71,0.38,4.04,1.96,20091225,48.95,1.7,0.73,18.93,25.03,10.84,25797.0
601155,XCKG,新城控股,区域地产,江苏,12.45,22.45,22.57,5416.26,4317.11,20.34,27.97,1.24,2.11,17.65,1.97,20151204,335.29,14.86,137.11,26.91,24.02,6.76,43939.0
601158,ZQSW,重庆水务,水务,重庆,12.69,48.0,48.0,238.53,60.75,105.25,46.14,0.96,0.31,3.18,1.67,20100329,37.47,0.78,8.34,4.44,47.03,33.96,41485.0
601162,TFZQ,天风证券,证券,湖北,42.3,38.38,66.66,751.96,0.0,1.17,81.03,1.22,0.11,2.71,2.19,20181019,26.52,0.4,39.39,262.34,0.0,20.46,200713.0
601163,SJLT,三角轮胎,汽车配件,山东,12.91,8.0,8.0,164.66,105.99,49.63,52.25,6.53,1.02,13.27,1.32,20160909,36.49,4.56,5.22,32.27,27.51,13.16,54610.0
601166,XYYX,兴业银行,银行,福建,5.38,196.15,207.74,76195.39,0.0,257.91,749.14,3.61,2.37,24.67,0.73,20070205,3307.79,15.92,11.11,-5.53,0.0,34.18,297184.0
601168,XBKY,西部矿业,铜,青海,26.35,23.83,23.83,484.96,163.98,130.39,54.11,2.27,0.35,4.46,2.75,20070712,20.59,0.86,-5.35,2.67,13.54,3.95,136504.0
601169,BJYX,北京银行,银行,北京,4.55,182.48,211.43,28686.47,0.0,182.41,438.85,2.08,0.76,9.27,0.51,20070919,809.69,3.83,0.21,-8.37,0.0,34.37,220372.0
601177,HCQJ,杭齿前进,机械基件,浙江,33.61,4.0,4.0,38.28,16.23,10.41,8.61,2.15,0.185,4.25,1.95,20101011,3.79,0.95,18.76,427.72,24.05,5.14,16601.0
601179,ZGXD,中国西电,电气设备,陕西,80.3,51.26,51.26,368.06,281.86,44.73,115.61,2.26,0.04,3.86,1.15,20100128,25.51,0.5,-1.32,-27.06,17.37,2.25,168092.0
601186,ZGTJ,中国铁建,建筑工程,北京,5.8,115.03,135.8,11977.88,8326.47,524.23,441.72,3.25,0.99,13.22,0.64,20080310,1180.65,8.69,11.16,1.3,8.78,2.38,313783.0
601187,SMYX,厦门银行,银行,福建,14.53,2.64,26.39,2712.42,0.0,3.65,53.17,2.01,0.475,6.67,1.38,20201027,47.98,1.82,0.0,0.0,0.0,33.55,247993.0
601188,LJJT,龙江交通,路桥,黑龙江,20.68,13.16,13.16,50.91,23.16,12.53,12.21,0.93,0.10400000000000001,3.36,0.85,20100319,16.51,1.25,-31.61,-52.04,37.32,38.01,46926.0
601198,DXZQ,东兴证券,证券,北京,20.76,27.58,27.58,869.38,0.0,1.49,97.62,3.54,0.46,7.59,1.68,20150226,45.53,1.65,46.37,14.92,0.0,30.93,94070.0
601199,JNSW,江南水务,水务,江苏,18.45,9.35,9.35,53.59,22.07,23.15,3.92,0.42,0.17,3.2,1.29,20110317,14.09,1.51,-7.63,-13.04,53.06,23.9,39745.0
601200,SHHJ,上海环境,环境保护,上海,18.41,11.22,11.22,246.98,46.94,6.56,41.05,3.66,0.58,8.17,1.44,20170331,36.97,3.3,30.53,21.75,35.66,18.9,94208.0
601206,HES,海尔施,生物制药,浙江,0.0,0.0,0.0,19.62,13.87,2.74,0.86,0.0,0.0,0.0,0.0,0,4.1,0.0,0.0,0.0,29.76,9.31,0.0
601208,DCKJ,东材科技,化工原料,四川,41.73,6.13,6.27,41.31,13.44,13.66,12.71,2.03,0.201,3.93,2.85,20110520,5.71,0.91,18.46,208.93,23.49,8.23,33452.0
601211,GTJA,国泰君安,证券,上海,13.55,74.38,89.08,6933.02,0.0,44.24,454.64,5.1,0.97,13.93,1.3,20150626,462.62,5.19,24.98,36.75,0.0,34.78,156778.0
601212,BYYS,白银有色,铜,甘肃,731.41,74.05,74.05,457.18,222.08,84.59,39.21,0.53,0.003,1.9,1.53,20170215,30.48,0.41,12.86,-94.41,3.18,0.05,168923.0
601216,JZJT,君正集团,化工原料,内蒙,17.39,84.38,84.38,388.17,102.33,124.36,2.74,0.03,0.247,2.13,2.68,20110222,84.76,1.0,67.32,7.5,32.55,19.48,486923.0
601218,JXKJ,吉鑫科技,机械基件,江苏,15.46,9.77,9.77,42.96,22.07,17.34,5.92,0.61,0.174,2.68,1.34,20110506,9.86,1.01,36.87,385.4,27.83,12.29,58228.0
601222,LYNY,林洋能源,电器仪表,江苏,10.42,17.49,17.49,198.8,98.9,86.2,46.85,2.68,0.54,5.96,1.25,20110808,39.17,2.24,73.58,33.48,37.9,21.17,46661.0
601225,SXMY,陕西煤业,煤炭开采,陕西,6.46,100.0,100.0,1430.33,532.25,381.65,74.13,0.74,1.18,6.72,1.47,20140128,451.26,4.51,26.29,26.37,32.79,17.91,48945.0
601226,HDZG,华电重工,专用机械,北京,112.48,11.55,11.55,90.64,78.91,8.22,12.2,1.06,0.027000000000000003,3.13,1.28,20141211,10.83,0.94,20.56,-45.47,7.88,0.54,34592.0
601228,GZG,广州港,港口,广东,23.24,61.93,61.93,324.52,51.75,124.02,18.03,0.29,0.12,2.21,1.71,20170329,50.77,0.82,9.19,1.31,23.03,8.94,92728.0
601229,SHYX,上海银行,银行,上海,5.56,137.04,142.07,24439.68,0.0,54.29,220.53,1.55,1.06,11.75,0.67,20161116,521.82,3.67,-0.91,-7.99,0.0,40.1,128528.0
601231,HXDZ,环旭电子,元器件,上海,35.36,21.83,21.83,272.86,228.56,21.36,17.98,0.82,0.46,5.04,4.29,20120220,67.56,3.1,13.51,16.28,10.03,3.4,50648.0
601233,TKGF,桐昆股份,化纤,浙江,16.06,18.5,18.5,449.43,115.85,164.97,62.55,3.38,0.98,10.66,1.96,20110518,107.72,5.82,-11.87,-26.46,6.13,5.49,36185.0
601236,HTZQ,红塔证券,证券,云南,51.89,14.75,36.33,402.14,0.0,0.9,55.32,1.52,0.25,3.84,4.59,20190705,27.4,0.75,161.4,74.5,0.0,27.42,98769.0
601238,GQJT,广汽集团,汽车整车,广东,19.25,71.39,102.38,1321.29,455.64,178.66,225.72,2.2,0.49,8.09,1.55,20120329,446.52,4.36,0.38,-21.04,5.1,11.67,53715.0
601258,STPD,ST庞大,汽车服务,河北,105.3,102.27,102.27,232.15,101.25,67.73,41.28,0.4,0.008,1.03,1.03,20110428,-42.9,-0.42,18.81,103.73,8.85,0.4,246006.0
601288,NYYX,农业银行,银行,北京,5.06,2940.55,3499.83,272967.53,0.0,1472.9,1735.56,0.5,0.45,5.24,0.61,20100715,8005.04,2.29,4.9,-8.49,0.0,33.18,473772.0
601298,QDG,青岛港,港口,山东,10.59,18.7,64.91,560.98,193.75,144.34,123.39,1.9,0.45,4.93,1.3,20190121,113.41,1.75,6.5,0.07,37.23,30.94,69521.0
601311,LTGF,骆驼股份,电气设备,湖北,15.44,11.22,11.22,116.51,55.94,27.22,12.4,1.11,0.4,5.97,1.38,20110602,39.91,3.56,2.08,7.2,19.6,6.64,52112.0
601318,ZGPA,中国平安,保险,深圳,11.18,108.33,182.8,91383.18,0.0,413.03,1281.76,7.01,5.83,38.82,2.16,20070301,4973.69,27.21,2.72,-20.47,0.0,11.24,764460.0
601319,ZGRB,中国人保,保险,北京,11.61,56.02,442.24,12577.04,0.0,280.2,75.43,0.17,0.42,4.47,1.47,20181116,1075.45,2.43,6.92,-12.32,0.0,4.14,256985.0
601326,QGGF,秦港股份,港口,河北,12.32,47.58,55.87,260.85,42.37,135.85,52.08,0.93,0.17,2.73,1.04,20170816,26.55,0.48,-6.57,12.4,41.13,20.58,74945.0
601328,JTYX,交通银行,银行,上海,4.85,392.51,742.63,107955.71,0.0,1715.08,1114.62,1.5,0.65,9.56,0.48,20070515,1900.85,2.56,5.16,-12.36,0.0,28.43,415688.0
601330,LSDL,绿色动力,环境保护,深圳,19.99,2.56,11.61,158.21,22.9,0.53,8.59,0.74,0.37,3.11,3.15,20180611,15.08,1.3,31.62,32.4,58.2,25.94,46423.0
601333,GSTL,广深铁路,铁路,深圳,0.0,56.52,70.84,359.91,62.78,223.2,115.63,1.63,-0.158,3.9,0.62,20061222,57.21,0.81,-26.03,-227.66,-10.2,-9.67,210341.0
601336,XHBX,新华保险,保险,北京,12.31,20.85,31.2,9392.65,0.0,107.21,238.68,7.65,3.56,30.07,1.94,20111216,454.37,14.57,27.8,-14.6,0.0,6.54,72571.0
601339,BLDF,百隆东方,纺织,浙江,28.35,15.0,15.0,137.58,61.52,42.38,23.83,1.59,0.12,5.24,0.86,20120612,35.88,2.39,-8.53,-39.63,10.19,4.28,30490.0
601360,SLL,三六零,互联网,天津,44.73,17.89,67.64,375.86,243.37,3.59,59.14,0.87,0.25,4.49,3.35,20120116,149.78,2.21,-16.26,-67.03,61.46,21.4,145622.0
601366,LQGF,利群股份,百货,山东,79.97,8.61,8.61,129.83,44.49,51.14,17.63,2.05,0.06,5.18,1.26,20170412,15.85,1.84,-31.58,-75.57,27.37,0.82,34559.0
601368,LCSW,绿城水务,水务,广西,16.78,8.6,8.83,144.63,19.8,79.53,15.24,1.73,0.253,4.92,1.15,20150612,16.62,1.88,0.16,10.26,44.07,20.13,33025.0
