code,pinyin,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
002150,TRZB,通润装备,机械基件,江苏,17.23,3.55,3.57,17.76,13.29,3.33,3.4,0.95,0.3,3.82,1.79,20070810,5.77,1.62,-4.21,-6.68,27.95,10.32,15655.0
002151,BDXT,北斗星通,通信设备,北京,194.2,3.68,5.08,70.47,40.02,6.27,38.32,7.55,0.22,8.21,6.59,20070813,-2.2,-0.43,26.51,3616.23,28.37,4.21,170337.0
002152,GDYT,广电运通,IT设备,广东,45.28,23.94,24.09,152.26,101.44,16.05,20.25,0.84,0.19,4.06,2.88,20070813,44.72,1.86,-3.77,-7.43,40.82,11.9,112252.0
002153,SJXX,石基信息,软件服务,北京,319.97,4.88,10.71,107.3,62.16,3.13,41.56,3.88,0.08,8.11,4.33,20070813,30.94,2.89,-8.2,-72.64,40.1,3.94,17925.0
002154,BXN,报 喜 鸟,服饰,浙江,14.49,11.1,12.18,46.18,24.3,5.53,2.86,0.23,0.2,2.51,1.52,20070816,13.46,1.11,4.22,47.38,60.65,10.65,87694.0
002155,HNHJ,湖南黄金,黄金,湖南,38.87,12.02,12.02,68.72,12.55,32.03,12.91,1.07,0.17,4.26,2.07,20070816,23.27,1.94,-1.9,101.21,8.28,1.84,86944.0
002156,TFWD,通富微电,半导体,江苏,83.29,11.54,11.54,179.75,65.39,79.38,37.49,3.25,0.23,5.48,4.59,20070816,12.48,1.08,22.55,1057.95,15.42,3.53,148451.0
002157,ZBKJ,正邦科技,饲料,江西,6.28,22.67,25.19,507.86,242.58,115.43,41.03,1.63,2.16,5.96,3.03,20070817,86.29,3.43,85.63,10711.29,27.11,16.66,129200.0
002158,HZJJ,汉钟精机,工程机械,上海,25.79,5.31,5.35,36.48,25.49,7.21,4.41,0.82,0.45,4.03,3.84,20070817,10.03,1.88,20.04,41.28,35.77,15.96,36534.0
002159,STSD,三特索道,旅游服务,湖北,0.0,1.37,1.39,26.5,4.69,13.13,4.59,3.31,-0.08,7.73,1.67,20070817,2.8,2.02,-51.67,-159.03,33.86,-4.21,8960.0
002160,CLGF,常铝股份,铝,江苏,0.0,7.25,7.96,64.66,37.54,16.49,23.39,2.94,-0.078,3.73,1.13,20070821,-2.26,-0.28,-9.41,-632.33,13.72,-2.17,61397.0
002161,YWG,远 望 谷,通信设备,深圳,0.0,7.12,7.4,24.6,13.6,1.21,3.31,0.45,-0.374,2.26,2.74,20070821,5.35,0.72,-29.22,-142.9,37.74,-89.27,87974.0
002162,YXJK,悦心健康,医疗保健,上海,40.24,8.53,8.54,25.8,9.89,4.81,0.72,0.08,0.062,1.21,2.77,20070823,-0.93,-0.11,-1.59,55.78,31.79,6.37,49043.0
002163,HNFZ,海南发展,装修装饰,深圳,268.44,8.03,8.04,44.83,29.22,10.14,4.45,0.55,0.06,0.89,24.03,20070823,-5.96,-0.74,-4.76,1068.62,16.23,1.63,75803.0
002164,NBDL,宁波东力,电气设备,浙江,1.6,4.36,5.32,17.95,8.57,4.89,10.81,2.03,2.21,1.11,5.14,20070823,-10.69,-2.01,18.82,1545.92,30.49,168.78,39605.0
002165,HBL,红 宝 丽,化工原料,江苏,35.66,5.94,6.02,43.59,20.03,18.06,2.98,0.5,0.12,2.68,2.14,20070913,6.24,1.04,-10.0,10.54,22.06,4.49,41000.0
002166,LYSW,莱茵生物,中成药,广西,52.43,4.52,5.65,26.79,14.91,5.27,6.04,1.07,0.12,3.16,2.58,20070913,5.63,1.0,13.55,-12.8,30.54,14.89,73771.0
002167,DFGY,东方锆业,小金属,广东,0.0,5.68,6.21,23.52,7.61,7.14,5.98,0.96,-0.07,1.29,4.51,20070913,-3.84,-0.62,53.74,-675.82,13.58,-8.84,50393.0
002168,HCKJ,惠程科技,互联网,深圳,149.27,7.93,8.02,31.06,10.16,0.77,2.58,0.32,0.03,2.29,2.78,20070919,7.99,1.0,-0.08,-73.66,65.09,3.8,53299.0
002169,ZGDQ,智光电气,电气设备,广东,140.51,7.63,7.88,55.54,31.25,11.18,15.41,1.96,0.038,3.54,2.02,20070919,5.11,0.65,-7.14,-31.17,18.96,2.02,59420.0
002170,BTGF,芭田股份,农药化肥,深圳,62.23,6.93,8.87,36.22,11.9,11.87,4.93,0.56,0.051,2.21,1.9,20070919,4.69,0.53,-2.96,134.81,18.61,2.95,63354.0
002171,CJXC,楚江新材,铜,安徽,47.49,12.02,13.34,110.68,69.64,18.16,28.45,2.13,0.149,4.12,2.28,20070921,14.94,1.12,34.35,-44.37,7.51,1.26,52691.0
002172,AYJK,澳洋健康,化纤,江苏,0.0,7.73,7.76,63.97,26.9,33.69,11.51,1.48,-0.26,1.55,2.27,20070921,-7.14,-0.92,-11.96,30.12,2.58,-9.59,49053.0
002173,CXYL,创新医疗,医疗保健,浙江,0.0,3.71,4.55,28.7,11.79,13.26,27.54,6.05,-0.11,5.32,1.35,20070925,-8.14,-1.79,-27.17,18.65,6.24,-9.47,16581.0
002174,YZWL,游族网络,互联网,福建,20.78,6.92,9.16,91.57,34.42,7.2,11.57,1.26,0.63,6.18,2.74,20070925,38.72,4.23,40.95,-20.56,37.87,15.04,94606.0
002175,STDW,ST东网,电器仪表,广西,0.0,7.54,7.54,6.48,2.64,3.31,3.84,0.51,-0.89,-0.66,-2.08,20071012,-16.15,-2.14,-15.44,-653.34,31.81,-481.93,51018.0
002176,STJT,*ST江特,电气设备,江西,126.86,17.06,17.06,52.3,25.13,17.83,37.77,2.21,0.013000000000000001,0.92,2.3,20071012,-39.62,-2.32,-33.05,229.99,15.13,1.52,91577.0
002177,YYGF,御银股份,IT设备,广东,41.73,7.61,7.61,17.84,6.95,1.28,0.3,0.04,0.08900000000000001,2.24,2.21,20071101,8.5,1.12,-1.87,12.19,50.93,50.33,104824.0
002178,YHZN,延华智能,建筑工程,上海,0.0,7.11,7.12,19.13,13.34,1.0,2.59,0.36,-0.02,1.2,3.12,20071101,-1.5,-0.21,-29.53,20.45,15.27,-2.82,53187.0
002179,ZHGD,中航光电,元器件,河南,44.31,10.65,11.01,177.05,145.8,18.59,29.69,2.7,1.02,8.5,6.94,20071101,46.56,4.23,11.23,32.25,35.48,14.34,24807.0
002180,NSD,纳思达,IT设备,广东,58.99,10.07,10.63,360.95,112.43,27.84,16.0,1.5,0.39,5.89,5.21,20071113,35.49,3.34,-11.43,-41.01,36.62,2.79,37541.0
002181,YCM,粤 传 媒,出版业,广东,17.55,11.34,11.61,46.73,27.68,1.21,13.4,1.15,0.20600000000000002,3.6,1.34,20071116,13.61,1.17,-26.69,129.0,39.55,66.49,43399.0
002182,YHJS,云海金属,小金属,江苏,33.02,5.28,6.46,55.87,30.46,14.12,4.66,0.72,0.265,4.25,2.75,20071113,15.23,2.36,3.36,-66.86,14.3,4.21,45251.0
002183,YYT,怡 亚 通,仓储物流,深圳,97.12,21.22,21.23,419.88,329.2,14.17,12.94,0.61,0.04,2.79,1.77,20071113,17.48,0.82,-8.3,14.38,5.41,0.19,101022.0
002184,HDKZ,海得控制,软件服务,上海,32.99,1.57,2.39,23.27,17.5,2.3,5.5,2.3,0.341,4.38,3.42,20071116,1.69,0.71,15.47,397.44,18.84,5.12,27154.0
002185,HTKJ,华天科技,半导体,甘肃,72.03,27.39,27.4,173.35,47.74,100.91,21.62,0.79,0.163,2.96,5.3,20071120,29.64,1.08,-3.1,166.93,22.3,7.56,417511.0
002186,QJD,全 聚 德,酒店餐饮,北京,0.0,3.08,3.08,18.41,8.09,4.07,5.5,1.78,-0.6559999999999999,4.15,2.77,20071120,2.67,0.87,-56.71,-484.4,-12.18,-39.22,25061.0
002187,GBGF,广百股份,百货,广东,232.84,3.42,3.42,42.41,22.06,9.48,9.15,2.67,0.03,7.91,1.22,20071122,11.74,3.43,-30.94,-93.2,14.82,0.26,23938.0
002188,STBS,ST巴士,广告包装,浙江,0.0,2.41,2.93,0.7,0.31,0.33,17.29,5.91,-0.01,-0.01,-528.84,20071122,-20.31,-6.94,-75.7,93.59,32.83,-44.62,11002.0
002189,ZGX,中光学,元器件,河南,40.21,2.22,2.63,34.73,27.06,3.82,6.6,2.51,0.32,5.4,3.2,20071203,4.63,1.76,52.28,7.05,13.18,3.33,29457.0
002190,CFJC,成飞集成,汽车配件,四川,597.98,3.45,3.59,35.09,12.44,4.31,13.56,3.78,0.03,6.99,3.43,20071203,6.43,1.79,-62.1,-98.2,15.38,2.09,37297.0
002191,JJGF,劲嘉股份,广告包装,深圳,16.65,14.62,14.65,89.56,37.54,15.96,14.42,0.98,0.45,4.98,2.01,20071205,39.49,2.7,4.39,-1.69,38.56,21.99,80387.0
002192,STRJ,*ST融捷,专用机械,广东,1304.05,2.59,2.6,9.76,3.07,1.36,6.21,2.39,0.013999999999999999,2.12,11.76,20071205,-3.46,-1.33,-2.06,108.26,27.46,1.97,18700.0
002193,RYJT,如意集团,纺织,山东,65.54,2.61,2.62,50.78,23.62,11.96,15.96,6.1,0.08,10.22,0.67,20071207,7.15,2.73,21.31,-70.89,15.54,2.03,15295.0
002194,WHFG,武汉凡谷,通信设备,湖北,54.73,4.92,6.76,25.32,18.9,3.4,7.35,1.09,0.24,3.04,5.63,20071207,4.13,0.61,-7.53,34.84,30.32,14.33,67710.0
002195,ESSW,二三四五,软件服务,上海,34.97,56.44,57.25,110.23,65.2,1.31,3.92,0.07,0.054000000000000006,1.81,1.39,20071212,40.34,0.7,-56.93,-57.88,93.43,32.66,263801.0
002196,FZDJ,方正电机,纺织机械,浙江,0.0,4.14,4.69,28.46,12.2,4.89,17.3,3.69,-0.125,4.36,1.5,20071212,-1.91,-0.41,-12.19,-448.25,16.24,-7.85,36383.0
002197,ZTDZ,证通电子,电器仪表,深圳,252.75,4.35,5.15,67.26,31.63,13.67,17.42,3.38,0.03,4.67,2.0,20071218,1.75,0.34,-14.39,-27.02,33.67,2.06,64408.0
002198,JYZY,嘉应制药,中成药,广东,0.0,5.08,5.08,8.37,4.55,2.47,1.23,0.24,-0.0,1.31,3.95,20071218,0.05,0.01,5.14,-101.22,73.72,-0.07,29847.0
002199,DJDZ,东晶电子,元器件,浙江,282.93,2.43,2.43,4.92,2.85,1.89,5.16,2.12,0.019,1.65,4.4,20071221,-3.77,-1.55,16.72,-74.57,14.01,2.59,22198.0
002200,STYT,ST云投,环境保护,云南,0.0,1.75,1.84,33.82,22.2,0.35,7.76,4.21,-0.594,0.48,11.0,20071221,-9.13,-4.96,-81.94,-490.72,10.34,-125.54,10018.0
002201,JDXC,九鼎新材,玻璃,江苏,320.13,3.32,3.32,25.67,10.5,10.93,3.69,1.11,0.033,2.86,4.97,20071226,2.08,0.63,49.5,116.65,21.73,1.09,41118.0
002202,JFKJ,金风科技,电气设备,新疆,17.44,33.93,42.25,1090.2,474.82,194.1,120.84,2.86,0.47,7.15,1.59,20071226,125.94,2.98,49.71,30.07,17.26,5.59,182104.0
002203,HLGF,海亮股份,铜,浙江,21.92,18.49,19.52,269.93,178.1,22.62,23.17,1.19,0.28,4.62,1.76,20080116,49.45,2.53,7.62,-33.93,5.02,1.58,23702.0
002204,DLZG,大连重工,专用机械,辽宁,133.11,19.31,19.31,175.7,140.76,23.29,24.21,1.25,0.02,3.44,1.04,20080116,19.81,1.03,29.46,59.36,21.77,0.68,67557.0
002205,GTGF,国统股份,其他建材,新疆,0.0,1.86,1.86,36.64,9.95,5.24,4.53,2.43,-0.2,4.4,1.91,20080123,1.5,0.81,-5.38,-1894.62,23.35,-7.59,19671.0
002206,HLD,海 利 得,化纤,浙江,28.4,9.63,12.23,56.86,22.38,21.22,8.77,0.72,0.13,2.3,2.0,20080123,7.15,0.58,-14.27,-38.95,17.57,5.79,29000.0
002207,ZYGF,准油股份,石油开采,新疆,1601.94,2.38,2.62,3.96,1.65,1.4,2.96,1.13,0.004,0.57,13.68,20080128,-4.49,-1.71,-39.6,193.91,-10.48,0.81,16315.0
002208,HFCJ,合肥城建,区域地产,安徽,12.31,5.11,8.03,184.95,170.92,0.88,21.35,2.66,0.67,6.18,1.56,20080128,16.69,2.08,166.93,56.83,34.12,11.07,45829.0
002209,DYL,达 意 隆,轻工机械,广东,47.03,1.55,1.95,15.54,11.2,3.35,2.23,1.14,0.11900000000000001,3.22,2.33,20080130,1.75,0.9,23.3,179.93,28.64,3.92,15280.0
002210,STFM,*ST飞马,仓储物流,深圳,0.0,16.51,16.53,24.84,16.77,0.02,5.01,0.3,-0.5329999999999999,-6.76,-0.34,20080130,-133.94,-8.1,-20.78,-56.16,29.37,-465.9,34151.0
002211,HDXC,宏达新材,橡胶,上海,63.85,3.1,4.32,11.52,8.4,1.07,10.27,2.38,0.079,1.71,3.94,20080201,-7.48,-1.73,-2.57,16910.17,15.03,5.21,31916.0
002212,NYGF,南洋股份,电气设备,广东,0.0,11.21,11.72,100.89,40.22,1.49,59.31,5.06,-0.27,7.58,2.65,20080201,17.75,1.51,-11.64,-169.34,22.1,-8.0,20584.0
002213,DWGF,大为股份,汽车配件,深圳,922.21,2.06,2.06,5.09,3.33,0.22,0.01,0.0,0.012,1.8,8.48,20080201,1.39,0.67,169.25,162.57,12.43,1.09,7494.0
002214,DLKJ,大立科技,电器仪表,浙江,22.45,3.57,4.59,16.56,11.98,3.58,1.98,0.43,0.74,3.01,7.34,20080218,7.3,1.59,106.9,270.03,61.83,41.41,51480.0
002215,NPX,诺 普 信,农药化肥,深圳,14.74,7.16,9.14,59.01,36.67,4.0,3.12,0.34,0.32,2.75,2.24,20080218,11.5,1.26,3.3,8.79,27.6,8.61,49021.0
002216,SQSP,三全食品,食品,河南,28.53,5.65,7.99,56.82,35.17,16.26,2.25,0.28,0.71,3.44,7.89,20080220,16.65,2.08,23.61,389.39,36.73,10.96,34269.0
002217,HLT,合力泰,元器件,福建,80.53,26.8,31.16,327.07,220.97,49.18,44.96,1.44,0.040999999999999995,3.93,1.13,20080220,42.79,1.37,15.45,-80.72,10.27,0.97,112798.0
002218,TRXN,拓日新能,电气设备,深圳,29.17,12.16,12.36,65.02,23.53,31.29,13.16,1.06,0.114,2.49,1.79,20080228,5.07,0.41,35.67,92.89,30.42,14.15,72825.0
002219,STHK,*ST恒康,中成药,甘肃,0.0,18.44,18.65,48.66,11.35,16.46,10.25,0.55,-0.026000000000000002,0.08,20.6,20080306,-28.74,-1.54,-26.7,71.07,25.97,-2.44,44772.0
002221,DHNY,东华能源,石油贸易,江苏,12.79,15.3,16.49,289.19,169.24,72.51,39.89,2.42,0.65,6.05,1.76,20080306,47.51,2.88,-36.14,1.88,7.51,4.34,42626.0
002222,FJKJ,福晶科技,元器件,福建,39.08,4.23,4.28,11.71,6.45,3.74,0.66,0.16,0.28600000000000003,2.45,6.07,20080319,4.63,1.08,8.57,10.63,54.18,29.02,53619.0
002223,YYYL,鱼跃医疗,医疗保健,江苏,13.88,8.67,10.02,100.97,57.01,17.71,17.84,1.78,1.51,7.17,3.89,20080418,40.21,4.01,36.33,111.84,56.03,31.15,110000.0
002224,SLS,三 力 士,橡胶,浙江,27.88,5.43,7.3,28.56,16.61,3.18,4.77,0.65,0.18,3.21,1.99,20080425,10.33,1.42,-12.88,24.42,38.46,20.48,72250.0
002225,PNGF,濮耐股份,其他建材,河南,16.02,8.12,10.1,61.4,40.49,8.46,9.08,0.9,0.24,2.88,1.8,20080425,9.52,0.94,-1.71,20.46,29.83,7.98,36660.0
002226,JNHG,江南化工,化工原料,安徽,16.86,9.58,12.49,123.93,39.45,59.9,32.75,2.62,0.316,5.03,1.41,20080506,15.96,1.28,10.34,9.02,39.87,14.61,51937.0
002227,ATX,奥 特 迅,电气设备,深圳,0.0,2.2,2.21,13.35,5.79,3.04,3.16,1.43,-0.08900000000000001,3.6,4.14,20080506,1.84,0.83,-14.17,-171.79,19.91,-10.98,25558.0
002228,HXBZ,合兴包装,广告包装,福建,18.43,12.35,12.39,74.25,49.32,13.15,6.63,0.54,0.18,2.7,1.6,20080508,13.85,1.12,-2.18,11.99,13.12,2.7,26417.0
002229,HBGF,鸿博股份,广告包装,福建,93.77,4.98,4.98,21.19,11.65,5.04,8.76,1.76,0.06,3.38,2.2,20080508,2.91,0.58,-24.92,837.87,25.87,9.06,36987.0
002230,KDXF,科大讯飞,软件服务,安徽,121.49,20.24,21.98,224.94,136.68,19.93,68.63,3.12,0.25,5.47,7.47,20080512,32.01,1.46,10.82,48.36,46.2,7.61,285833.0
002231,AWTX,奥维通信,通信设备,辽宁,0.0,3.57,3.57,7.81,7.32,0.3,1.66,0.47,-0.032,1.64,3.54,20080512,0.34,0.09,-50.21,-2895.32,0.32,-13.66,38904.0
002232,QMXX,启明信息,软件服务,吉林,42.26,4.09,4.09,20.35,17.08,2.48,2.89,0.71,0.217,3.16,3.87,20080509,5.2,1.27,22.27,110.94,21.96,9.17,45257.0
002233,TPJT,塔牌集团,水泥,广东,9.14,11.92,11.92,119.82,54.52,36.67,36.99,3.1,1.17,8.52,1.65,20080516,45.63,3.83,5.5,30.82,42.86,29.47,65921.0
002234,MHGF,民和股份,农业综合,山东,48.87,2.06,3.02,32.93,12.24,12.14,8.68,2.87,0.26,8.72,1.95,20080516,12.03,3.98,-44.59,-93.71,23.33,6.1,47694.0
002235,ANGF,安妮股份,互联网,福建,0.0,5.3,5.81,21.21,11.92,1.56,14.21,2.45,-0.154,3.05,1.79,20080516,-2.44,-0.42,-6.24,-202.77,19.29,-33.5,57065.0
002236,DHGF,大华股份,电器仪表,浙江,17.1,18.57,30.01,325.55,257.64,14.86,18.51,0.62,0.97,6.18,3.47,20080520,126.77,4.22,-1.59,50.48,44.99,17.48,129894.0
002237,HBGF,恒邦股份,黄金,山东,44.81,9.1,9.1,196.05,139.67,42.7,30.19,3.32,0.24,6.39,2.23,20080520,27.62,3.03,37.4,-14.39,5.11,0.77,69003.0
002238,TWSX,天威视讯,影视音像,深圳,30.17,8.03,8.03,38.12,16.04,9.99,0.35,0.04,0.16,2.69,2.39,20080526,10.27,1.28,7.67,-20.05,31.2,10.33,30365.0
002239,ATJ,奥特佳,汽车配件,江苏,0.0,31.31,31.31,82.08,36.45,12.8,8.97,0.29,-0.015,1.66,2.79,20080522,11.03,0.35,3.43,-290.13,16.42,-1.87,203211.0
002240,SXLN,盛新锂能,家居用品,深圳,205.34,6.22,7.44,50.02,22.11,9.21,24.88,3.34,0.07,4.35,4.27,20080523,-0.4,-0.05,-13.54,-34.63,6.3,3.42,25247.0
002241,GEGF,歌尔股份,元器件,山东,47.91,27.66,32.45,498.74,298.48,131.24,28.34,0.87,0.63,5.39,7.37,20080522,108.61,3.35,43.9,104.71,17.67,5.81,216740.0
002242,JYGF,九阳股份,家用电器,山东,32.15,7.65,7.67,76.23,57.46,6.58,9.15,1.19,0.84,5.19,6.93,20080528,18.67,2.43,13.24,4.23,31.1,9.09,19960.0
002243,TCLX,通产丽星,塑料,深圳,37.43,3.65,12.11,99.4,48.82,12.15,19.8,1.64,0.25,4.57,2.62,20080528,21.38,1.77,-5.98,-16.34,36.12,20.58,28482.0
002244,BJJT,滨江集团,区域地产,浙江,13.1,26.92,31.11,1672.33,1533.53,5.6,21.98,0.71,0.29,5.47,0.91,20080529,106.5,3.42,29.79,3.16,36.58,6.89,37476.0
002245,AYSC,澳洋顺昌,仓储物流,江苏,33.12,9.14,9.81,66.44,29.62,24.21,0.74,0.08,0.179,2.32,3.41,20080605,12.12,1.24,14.87,83.28,14.28,6.28,62050.0
002246,BHGF,北化股份,化工原料,四川,45.49,5.49,5.49,39.93,26.9,8.47,9.96,1.81,0.127,4.65,1.65,20080605,9.33,1.7,-4.24,-35.73,24.04,4.14,34901.0
002247,STJL,*ST聚力,互联网,浙江,7.33,5.79,8.51,10.9,6.42,3.28,30.24,3.55,0.19,0.71,2.66,20080612,-33.25,-3.91,-69.25,2367.88,28.18,23.5,23000.0
002248,HDSK,华东数控,机床制造,山东,0.0,2.97,3.07,4.4,3.49,0.3,7.34,2.39,-0.24,0.18,34.8,20080612,-10.55,-3.43,40.84,-916.65,19.51,-47.5,19810.0
002249,DYDJ,大洋电机,电气设备,广东,37.36,16.84,23.66,136.94,81.58,22.62,52.52,2.22,0.08,3.52,1.18,20080619,0.81,0.03,-16.88,-25.17,21.79,3.57,80269.0
002250,LHKJ,联化科技,化工原料,浙江,75.48,9.18,9.23,102.18,39.96,35.83,22.09,2.39,0.24,6.64,3.64,20080619,27.41,2.97,3.74,-24.37,38.84,6.47,11334.0
002251,BBG,步 步 高,超市连锁,湖南,39.06,8.64,8.64,248.54,60.8,49.5,36.26,4.2,0.196,8.57,1.19,20080619,11.65,1.35,1.5,-27.18,23.32,1.12,27132.0
002252,SHLS,上海莱士,生物制药,上海,38.67,49.72,67.41,261.12,52.14,10.46,145.58,2.16,0.17,3.83,2.19,20080623,40.51,0.6,6.38,80.8,63.06,53.76,127485.0
002253,CDZS,川大智胜,软件服务,四川,77.96,2.07,2.26,17.45,6.83,4.24,8.29,3.67,0.15,6.21,2.51,20080623,2.79,1.24,10.12,35.48,35.91,17.06,35107.0
002254,THXC,泰和新材,化纤,山东,47.48,3.94,6.84,54.02,28.06,18.51,4.08,0.6,0.29,4.43,3.81,20080625,14.14,2.07,-9.75,12.12,24.16,10.82,21000.0
002255,STHL,*ST海陆,专用机械,江苏,4.22,6.44,8.42,48.09,29.59,12.45,23.41,2.78,0.792,3.26,1.36,20080625,-5.48,-0.65,-28.34,848.44,27.17,51.29,44486.0
002256,STZX,*ST兆新,新型电力,深圳,0.0,13.91,18.82,26.96,6.64,13.42,0.42,0.02,-0.04,0.82,1.27,20080625,-4.27,-0.23,-10.42,-158.42,38.03,-26.02,64003.0
002258,LEHX,利尔化学,农药化肥,四川,21.73,5.22,5.24,77.98,28.85,34.53,8.1,1.55,0.795,6.82,3.38,20080708,20.19,3.85,11.1,77.8,29.91,12.4,21722.0
002259,STSD,*ST升达,供气供热,四川,280.52,7.52,7.52,10.45,1.92,6.85,3.89,0.52,0.009000000000000001,-0.09,-38.72,20080716,-12.59,-1.67,-27.89,108.4,8.66,1.17,21884.0
002260,STDA,*ST德奥,家用电器,广东,0.0,5.57,5.57,9.49,6.11,0.75,8.0,1.44,0.05,1.42,0.0,20080716,-5.91,-1.06,-2.59,187.57,13.87,8.96,24325.0
002261,TWXX,拓维信息,互联网,湖南,87.3,9.44,11.01,32.4,15.36,1.44,19.05,1.73,0.059000000000000004,2.3,3.01,20080723,-5.29,-0.48,10.33,4.0,46.12,6.85,110177.0
002262,EHYY,恩华药业,化学制药,江苏,22.59,8.9,10.19,46.45,33.15,8.41,1.88,0.18,0.56,4.07,4.15,20080723,26.72,2.62,-25.74,9.73,76.13,24.06,51471.0
002263,DDN,大东南,塑料,浙江,53.49,18.78,18.78,26.22,10.0,15.03,8.12,0.43,0.04,1.22,2.18,20080728,-4.31,-0.23,-10.98,128.36,18.99,6.56,87263.0
002264,XHD,新 华 都,超市连锁,福建,16.98,6.65,6.85,29.98,23.92,2.29,11.75,1.72,0.22,1.47,3.38,20080731,-9.04,-1.32,-20.24,174.26,25.56,4.36,33263.0
002265,XYGF,西仪股份,汽车配件,云南,0.0,3.05,3.19,14.37,6.56,5.64,5.98,1.88,-0.102,2.83,2.87,20080806,-0.45,-0.14,-10.98,-44.07,10.96,-7.24,26356.0
002266,ZFKG,浙富控股,环境保护,浙江,24.01,16.38,53.7,177.62,72.89,16.66,0.2,0.0,0.2,1.34,3.51,20080806,16.08,0.3,21.47,128.41,26.69,13.98,91363.0
002267,STRQ,陕天然气,供气供热,陕西,27.34,11.12,11.12,123.82,17.9,75.46,12.46,1.12,0.182,5.42,1.23,20080813,27.96,2.51,-9.89,-17.33,8.73,3.41,33680.0
002268,WST,卫 士 通,软件服务,四川,0.0,8.37,8.38,57.18,37.73,3.05,25.92,3.09,-0.11199999999999999,5.3,3.45,20080811,9.56,1.14,-6.09,-47.52,35.73,-9.58,53044.0
002269,MBFS,美邦服饰,服饰,上海,0.0,25.13,25.13,56.28,33.47,10.75,1.61,0.06,-0.28,0.53,3.65,20080828,-18.64,-0.74,-33.33,-196.78,30.6,-26.24,57244.0
002270,HMZB,华明装备,电气设备,山东,13.14,7.59,7.59,40.63,25.68,4.34,9.42,1.24,0.342,3.41,1.76,20080905,15.15,2.0,6.51,158.82,50.04,29.03,44827.0
002271,DFYH,东方雨虹,其他建材,北京,31.58,16.82,23.55,253.06,176.73,48.87,34.29,1.46,0.905,5.6,6.8,20080910,83.5,3.55,16.15,43.35,39.95,14.22,87151.0
002272,CRGF,川润股份,机械基件,四川,36.76,3.27,4.3,24.3,18.39,3.81,6.76,1.57,0.12,3.2,1.79,20080919,2.37,0.55,52.4,14.52,26.79,5.48,24151.0
002273,SJGD,水晶光电,元器件,浙江,37.43,11.8,12.18,68.46,29.05,23.32,22.17,1.82,0.26,4.51,2.84,20080919,19.57,1.61,9.38,-13.08,26.61,13.83,133496.0
002274,HCHG,华昌化工,农药化肥,江苏,136.83,9.38,9.52,64.4,14.85,37.45,12.44,1.31,0.027000000000000003,2.8,1.73,20080925,3.65,0.38,-14.69,-89.93,9.07,0.59,50401.0
002275,GLSJ,桂林三金,中成药,广西,20.51,5.38,5.9,36.9,22.1,9.53,6.9,1.17,0.53,5.06,2.79,20090710,15.86,2.69,-2.61,-7.74,72.06,27.78,15859.0
002276,WMGF,万马股份,电气设备,浙江,38.75,10.35,10.35,83.58,65.24,11.51,15.58,1.5,0.16699999999999998,4.28,2.02,20090710,15.38,1.48,-7.41,1.72,16.9,2.61,102000.0
002277,YAGF,友阿股份,百货,湖南,25.79,13.94,13.94,164.31,49.15,35.49,10.83,0.78,0.11900000000000001,4.97,0.82,20090717,38.69,2.77,-13.14,-48.52,18.1,4.33,54706.0
002278,SKGF,神开股份,化工机械,上海,105.72,3.37,3.64,16.9,12.01,2.66,4.77,1.31,0.05,3.1,2.24,20090811,2.14,0.59,-5.86,-44.04,37.1,3.6,14437.0
002279,JQRJ,久其软件,软件服务,北京,0.0,6.39,7.11,24.68,12.6,2.06,2.76,0.39,-0.18100000000000002,0.99,5.38,20090811,-2.78,-0.39,1.49,-2040.9,17.7,-6.83,61020.0
002280,STLL,*ST联络,软件服务,浙江,0.0,17.61,21.77,91.93,60.1,5.95,30.41,1.4,-0.046,0.8,2.04,20090821,-33.74,-1.55,2.5,-575.31,17.71,-0.9,108487.0
002281,GXKJ,光迅科技,通信设备,湖北,42.01,6.57,6.97,89.31,73.61,10.61,25.12,3.6,0.59,7.01,4.45,20090821,19.4,2.78,9.14,46.39,23.29,9.14,44962.0
002282,BSGF,博深股份,轻工机械,河北,42.68,3.12,4.91,33.97,11.67,6.51,18.15,3.7,0.21,5.48,2.02,20090821,3.34,0.68,7.03,47.03,30.34,10.66,15986.0
002283,TRGY,天润工业,汽车配件,山东,15.94,9.56,11.28,78.74,42.53,27.77,14.17,1.26,0.3,4.29,1.5,20090821,21.41,1.9,23.34,34.34,25.31,10.57,43569.0
002284,YTGF,亚太股份,汽车配件,浙江,0.0,6.86,7.38,57.28,34.15,16.24,11.37,1.54,-0.049,3.29,1.81,20090828,4.4,0.6,-12.59,52.19,13.79,-1.82,58773.0
002285,SLX,世联行,房产服务,深圳,0.0,20.14,20.34,103.88,77.97,1.26,5.34,0.26,-0.03,2.54,2.39,20090828,18.21,0.9,-4.21,-204.48,9.07,-1.53,54942.0
002286,BLB,保龄宝,食品,山东,55.68,3.69,3.69,24.94,9.41,11.41,8.01,2.17,0.15,4.35,2.48,20090828,3.79,1.03,17.73,33.84,10.09,3.48,40419.0
002287,QZCY,奇正藏药,中成药,西藏,30.24,5.28,5.3,42.92,30.03,5.04,4.68,0.88,0.61,4.53,5.45,20090828,11.54,2.18,4.56,17.89,86.7,31.98,32807.0
